Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Init Fwd Win Byts,Label
6,6484,194.94139420111043,616.9031462060457,2161,14014085,6484,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,12295,11.712078080520536,244.00162667751118,6147,75583512,12295,0,3,0,72,48,1728,0,0,1,2,0,2081,BENIGN
6,12294,51.40719049943062,244.0214738897023,6147,75571218,12294,0,3,0,316,210,33285,0,0,1,2,0,2078,BENIGN
6,1,326000.0,6000000.0,0,0,1,0,6,0,163,54,7078,0,2,1,2,0,8192,BENIGN
6,1,3230000.0,9000000.0,0,0,1,0,9,0,1615,358,507286,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,8000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,888,23101.35135135135,18018.018018018018,59,33303,692,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,987,178.3181357649443,21276.59574468085,49,34719,839,0,21,0,43,8,160,1,2,0,12,0,8192,BENIGN
6,1311,2032.0366132723111,29748.28375286041,34,26464,1000,0,39,0,456,68,12552,1,2,0,24,0,29200,BENIGN
6,1333,2046.5116279069769,30757.68942235559,33,25103,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,2630,2639.5437262357414,5703.42205323194,187,483744,2606,0,15,0,3069,462,786788,0,2,0,12,0,8192,BENIGN
6,2605,3039.539347408829,5758.157389635317,186,476285,2585,0,15,0,3069,527,744655,0,2,0,12,0,8192,BENIGN
6,14460,19.91701244813278,276.62517289073304,4820,69697200,14460,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,14460,87.41355463347165,276.62517289073304,4820,69697200,14460,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,2165,1138.1062355658198,18013.856812933027,56,23473,819,0,39,0,408,63,11031,1,2,0,22,0,8192,BENIGN
6,1505,1679.734219269103,21926.91029900332,47,27424,921,0,33,0,408,76,12210,1,2,0,22,0,8192,BENIGN
6,1284,2000.0,27258.566978193146,37,29582,996,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1272,2069.182389937107,27515.723270440252,37,29477,997,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10407,27.67368117613145,384.3566830018257,3469,36100148,10407,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,10409,121.43337496397348,384.28283216447306,3469,36114025,10409,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1324,2012.084592145015,30966.767371601207,33,25058,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1359,2007.3583517292127,30169.24208977189,33,25244,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,1429,1797.0608817354794,24492.652204338698,42,31222,995,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,9487,30.35733108464214,421.6295983978075,3162,29999475,9487,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,9487,133.2349530937072,421.6295983978075,3162,29999475,9487,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1449,1816.425120772947,24154.589371980677,42,31702,996,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10,1989700.0,1500000.0,0,5,8,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,134,1313.4328358208954,156716.41791044775,6,678,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1590,1615.0943396226414,22012.578616352203,46,32615,1009,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,12959,22.22393703217841,308.665792113589,4319,55976400,12959,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,12959,97.53839030789413,308.665792113589,4319,55976400,12959,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1575,1671.111111111111,22222.222222222223,46,32239,1010,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,137,149737.22627737228,116788.32116788322,9,820,108,0,16,0,2920,1282,1250813,1,2,0,4,0,8192,BENIGN
6,250,704.0,84000.0,12,960,108,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,128,155539.0625,125000.0,8,742,104,0,16,0,2920,1244,1210542,1,2,0,3,0,8192,BENIGN
6,266,661.6541353383459,78947.36842105263,13,963,114,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,237,84004.2194092827,63291.13924050633,16,2658,190,0,15,0,2920,1327,1305356,1,2,0,3,0,8192,BENIGN
6,347,507.20461095100865,60518.731988472624,17,2475,203,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1,632000.0,2000000.0,1,1,1,1,2,316,316,316,0,0,0,0,2,0,2076,BENIGN
6,1412,1818.6968838526911,27620.39660056657,37,26499,1000,0,39,0,408,65,10779,1,2,0,24,0,8192,BENIGN
6,1761,1435.5479840999433,21010.789324247588,48,26252,912,0,37,0,408,68,11341,1,2,0,22,0,8192,BENIGN
6,10,1989700.0,1500000.0,0,5,8,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,141,1248.22695035461,148936.17021276595,7,804,126,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,8503,33.87039868281783,470.4222039280254,2834,24098919,8503,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,8503,148.65341644125604,470.4222039280254,2834,24098919,8503,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1306,2039.8162327718223,31393.568147013782,32,24920,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1343,2031.2732688011913,30528.66716306776,33,25145,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,9,2210777.777777778,1666666.6666666667,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,136,1294.1176470588234,154411.76470588235,6,781,124,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,9675,29.767441860465116,413.43669250645996,3225,31200262,9675,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,9675,130.64599483204134,413.43669250645996,3225,31200262,9675,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,1319,2019.7119029567855,29567.854435178164,34,26366,997,0,39,0,456,68,12563,1,2,0,24,0,29200,BENIGN
6,1320,2066.6666666666665,31060.60606060606,33,25075,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,1482,1732.7935222672065,26315.78947368421,39,26244,996,0,39,0,408,65,10767,1,2,0,24,0,8192,BENIGN
6,1454,1810.1788170563962,26822.558459422282,38,26460,997,0,39,0,408,67,10771,1,2,0,24,0,8192,BENIGN
6,10363,27.791180160185274,385.98861333590656,3454,35795529,10363,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,10363,121.97240181414648,385.98861333590656,3454,35795529,10363,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,1273,2017.2820109976433,27494.10840534171,37,29548,996,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1275,2064.3137254901962,27450.980392156864,37,29422,997,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10810,26.64199814986124,370.0277520814061,3603,38952033,10810,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,10810,116.92876965772433,370.0277520814061,3603,38952033,10810,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,1,632000.0,2000000.0,1,1,1,1,2,316,316,316,0,0,0,0,2,0,2076,BENIGN
6,1448,1773.4806629834254,24171.270718232045,42,32324,1009,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1466,1795.3615279672579,23874.48840381992,43,32523,1010,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,5662,50.865418580007066,706.4641469445426,1887,10686081,5662,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,5662,223.24267043447546,706.4641469445426,1887,10686081,5662,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1442,1780.859916782247,27045.769764216366,37,26568,1000,0,39,0,408,65,10779,1,2,0,24,0,8192,BENIGN
6,1457,1735.0720658888126,25394.64653397392,40,27750,995,0,37,0,408,68,11341,1,2,0,22,0,8192,BENIGN
6,6436,44.74829086389062,621.5040397762585,2145,13807365,6436,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,6437,196.36476619543265,621.4074879602299,2145,13804147,6436,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1559,1647.2097498396408,22450.28864656831,45,31996,1009,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1560,1687.179487179487,22435.897435897437,45,32041,1010,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,5767,49.93930986648171,693.601525923357,1922,11085135,5767,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,5767,219.17808219178082,693.601525923357,1922,11085135,5767,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,136,150838.23529411765,117647.05882352941,9,816,108,0,16,0,2920,1282,1250813,1,2,0,4,0,8192,BENIGN
6,261,674.3295019157088,80459.77011494253,13,1057,119,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1271,2095.987411487018,32258.064516129034,31,25236,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1267,2153.1176006314126,32359.905288082085,31,25102,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,1032,279.06976744186045,3875.968992248062,344,355008,1032,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,1032,1224.8062015503876,3875.968992248062,344,355008,1032,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1281,2004.6838407494145,27322.4043715847,37,29513,995,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1284,2049.8442367601247,27258.566978193146,37,29222,994,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10305,27.94759825327511,388.1610868510432,3435,35395957,10305,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,10305,122.65890344492965,388.1610868510432,3435,35395957,10305,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,1311,2032.0366132723111,31273.83676582761,32,24929,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1319,2068.2335102350266,31084.1546626232,32,25071,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,10,1989700.0,1500000.0,0,5,8,0,15,0,2896,1326,1395181,1,2,0,3,0,29200,BENIGN
6,129,1364.3410852713178,162790.6976744186,6,670,115,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1315,2025.855513307985,31178.7072243346,32,25000,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1311,2080.854309687262,31273.83676582761,32,24859,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,566,508.8339222614841,7067.137809187279,188,106785,566,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,566,2233.21554770318,7067.137809187279,188,106785,566,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,1338,1991.0313901345291,30642.750373692077,33,25172,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1323,2061.9803476946336,30990.173847316706,33,25009,996,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,1179,244.27480916030535,3392.705682782019,393,463150,1179,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,1179,1072.0949957591179,3392.705682782019,393,463150,1179,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,135,151955.55555555556,118518.51851851853,9,615,87,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,275,640.0,76363.63636363637,13,1057,118,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1,632000.0,2000000.0,1,1,1,1,2,316,316,316,0,0,0,0,2,0,2078,BENIGN
6,12821,11.231573200218392,233.99110833788316,6410,82189020,12821,0,3,0,72,48,1728,0,0,1,2,0,2076,BENIGN
6,12820,49.297971918876755,234.00936037441497,6410,82176200,12820,0,3,0,316,210,33285,0,0,1,2,0,2076,BENIGN
6,1,326000.0,6000000.0,0,0,1,0,6,0,163,54,7078,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,8000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,2,1616000.0,4000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,11,1808818.1818181819,1363636.3636363635,0,5,8,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,130,1353.8461538461538,161538.46153846153,6,681,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1264,2107.5949367088606,30854.430379746835,33,26471,997,0,39,0,456,68,12563,1,2,0,24,0,29200,BENIGN
6,1282,2127.92511700468,31981.279251170046,32,25179,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,12580,551.8282988871224,1192.368839427663,898,11256059,12557,0,15,0,3069,462,786788,0,2,0,12,0,8192,BENIGN
6,12557,630.5646253085928,1194.552839053914,896,11220147,12536,0,15,0,3069,527,744655,0,2,0,12,0,8192,BENIGN
6,1575,1630.4761904761904,22222.222222222223,46,32429,1010,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1559,1688.2617062219372,22450.28864656831,45,32041,1011,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10218,28.185554903112156,391.46604032100214,3406,34802508,10218,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,10218,123.70326874143667,391.46604032100214,3406,34802508,10218,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1495,1717.7257525083612,26086.956521739132,39,26200,995,0,39,0,408,65,10779,1,2,0,24,0,8192,BENIGN
6,1529,1721.386527141923,25506.86723348594,40,25657,978,0,39,0,408,67,10771,1,2,0,24,0,8192,BENIGN
6,163,125852.76073619632,104294.47852760737,10,992,121,0,17,0,2920,1206,1002992,1,2,0,4,0,8192,BENIGN
6,192,916.6666666666666,109375.0,9,777,116,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,11595,24.838292367399742,344.97628288055193,3865,44812742,11595,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,11595,109.01250539025442,344.97628288055193,3865,44812742,11595,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1285,1998.443579766537,27237.354085603114,37,29274,995,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1310,1929.7709923664122,25190.83969465649,40,28777,958,0,33,0,408,76,12260,1,2,0,22,0,8192,BENIGN
6,10824,26.607538802660756,369.5491500369549,3608,39052992,10824,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,10824,116.77753141167776,369.5491500369549,3608,39052992,10824,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1449,1772.256728778468,24154.589371980677,42,32288,1010,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1480,1778.3783783783783,23648.64864864865,43,32691,1010,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,13148,21.904472163066625,304.228780042592,4382,57623301,13148,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,13149,96.12898319263822,304.20564301467795,4383,57629875,13149,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,13,1530538.4615384615,1153846.1538461538,0,8,11,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,141,1248.22695035461,148936.17021276595,7,782,124,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,104,197250.0,153846.15384615384,6,472,83,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,230,765.2173913043479,91304.34782608696,11,916,120,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1307,2038.255547054323,31369.54858454476,32,24925,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1339,2037.3412994772218,30619.865571321883,33,24976,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,6436,44.74829086389062,621.5040397762585,2145,13807365,6436,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,6437,196.36476619543265,621.4074879602299,2145,13810583,6437,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,243,75921.81069958847,57613.168724279836,18,2981,194,0,14,0,2920,1317,1404294,1,2,0,3,0,8192,BENIGN
6,368,478.2608695652174,57065.217391304344,18,2527,196,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,9,2210777.777777778,1666666.6666666667,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,128,1375.0,164062.5,6,658,114,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,14,1421214.2857142857,1071428.5714285714,1,9,11,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,146,1205.4794520547946,143835.61643835617,7,841,129,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,8,2487125.0,1875000.0,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,132,1333.3333333333333,159090.9090909091,6,715,119,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1,632000.0,2000000.0,1,1,1,1,2,316,316,316,0,0,0,0,2,0,2081,BENIGN
6,1331,2001.5026296018032,30803.90683696469,33,25123,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1339,2037.3412994772218,30619.865571321883,33,25124,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,2969,97.00235769619401,1347.2549680026946,989,2937825,2969,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,2969,425.73256988885146,1347.2549680026946,989,2937825,2969,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,10,1989700.0,1400000.0,0,5,8,0,14,0,2896,1421,1570035,1,2,0,3,0,29200,BENIGN
6,31,5677.419354838709,677419.3548387097,1,17,16,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,14,1421214.2857142857,1071428.5714285714,1,13,12,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,142,1239.4366197183099,147887.32394366196,7,782,124,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,117,175333.33333333334,136752.13675213675,7,654,97,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,254,692.9133858267717,74803.14960629921,14,1004,116,0,19,0,43,9,174,1,2,0,12,0,8192,BENIGN
6,6463,217.85548506885348,618.9076280365156,2154,13922379,6463,0,4,72,632,352,104657,0,0,0,4,0,2078,BENIGN
6,6509,171.7621754493778,614.5337225380242,2169,14121275,6509,0,4,243,316,279,1784,0,0,0,4,0,2078,BENIGN
6,1323,2013.6054421768708,30990.173847316706,33,25053,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1335,2043.4456928838952,30711.610486891386,33,25169,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,13273,21.69818428388458,301.363670609508,4424,58721964,13273,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,13273,95.23091991260453,301.363670609508,4424,58721964,13273,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,1263,2109.2636579572445,32462.39113222486,31,25095,995,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1293,2109.8221191028615,30162.412993039445,34,24625,958,0,39,0,456,69,12584,1,2,0,24,0,29200,BENIGN
6,13307,21.642744420229953,300.59367250319383,4435,59023198,13307,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,13307,94.98760051100925,300.59367250319383,4435,59023198,13307,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,1454,1766.162310866575,26822.558459422282,38,26180,996,0,39,0,408,65,10767,1,2,0,24,0,8192,BENIGN
6,1455,1808.93470790378,26804.123711340206,38,26374,997,0,39,0,408,67,10771,1,2,0,24,0,8192,BENIGN
6,6808,42.30317273795535,587.5440658049354,2269,15449621,6808,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,6808,185.6639247943596,587.5440658049354,2269,15449621,6808,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,1473,1743.3808553971487,27834.351663272235,36,25024,996,0,41,0,408,62,10401,1,2,0,24,0,8192,BENIGN
6,1390,1893.525179856115,26618.705035971223,38,27701,997,0,37,0,408,71,11159,1,2,0,24,0,8192,BENIGN
6,8483,33.950253448072615,471.5312978898974,2827,23985682,8483,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,8483,149.0038901332076,471.5312978898974,2827,23985682,8483,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,15,1326466.6666666667,1000000.0,1,13,12,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,131,1343.5114503816794,160305.3435114504,6,629,111,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1335,1995.5056179775281,32209.737827715355,31,23902,997,0,43,0,456,61,11811,1,2,0,24,0,29200,BENIGN
6,1364,2000.0,32991.20234604106,31,22941,997,0,45,0,456,60,11427,1,2,0,24,0,29200,BENIGN
6,10003,28.791362591222633,399.88003598920324,3334,33351669,10003,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,10002,126.374725054989,399.92001599680066,3334,33346668,10002,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,106,193528.30188679244,150943.3962264151,7,477,83,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,237,742.6160337552743,88607.59493670886,11,989,126,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,237,77843.88185654009,59071.72995780591,18,2816,189,0,14,0,2920,1317,1404294,1,2,0,3,0,8192,BENIGN
6,357,492.99719887955183,58823.529411764706,17,2480,198,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1259,2115.9650516282763,32565.528196981733,31,25060,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1284,2124.6105919003116,30373.831775700935,33,26480,997,0,39,0,456,69,12573,1,2,0,24,0,29200,BENIGN
6,7013,41.06659061742478,570.3693141308997,2337,16392887,7013,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,7013,180.23670326536433,570.3693141308997,2337,16392887,7013,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,12,1658083.3333333333,1250000.0,0,5,8,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,142,1239.4366197183099,147887.32394366196,7,804,126,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,9,2210777.777777778,1666666.6666666667,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,137,1284.6715328467153,153284.67153284673,6,731,120,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1590,1615.0943396226414,22012.578616352203,46,32545,1009,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1544,1704.6632124352332,21373.056994818653,48,33680,1009,0,33,0,408,79,11857,1,2,0,24,0,8192,BENIGN
6,6244,46.12427930813581,640.6149903907751,2081,12995845,6244,0,4,72,72,72,0,0,0,0,4,0,2081,BENIGN
6,6244,202.43433696348495,640.6149903907751,2081,12995845,6244,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,136,150838.23529411765,132352.9411764706,8,704,107,0,18,0,2920,1139,871574,1,2,0,4,0,8192,BENIGN
6,259,679.5366795366796,81081.08108108108,12,1035,117,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,11538,12.480499219968799,260.01040041601664,5769,66562722,11538,0,3,0,72,48,1728,0,0,1,2,0,2078,BENIGN
6,11537,54.78027216780792,260.03293750541735,5768,66551184,11537,0,3,0,316,210,33285,0,0,1,2,0,2079,BENIGN
6,1,326000.0,7000000.0,0,0,1,0,7,0,163,46,6330,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,2,1616000.0,4500000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,1323,2013.6054421768708,30990.173847316706,33,25065,996,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1313,2077.684691546078,31226.199543031227,32,24990,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,2131,3257.6255279211637,7038.948850305022,152,314854,2104,0,15,0,3069,462,786788,0,2,0,12,0,8192,BENIGN
6,2103,3765.097479790775,7132.667617689016,150,308243,2081,0,15,0,3069,527,744655,0,2,0,12,0,8192,BENIGN
6,1304,2042.9447852760736,29907.9754601227,34,26236,997,0,39,0,456,68,12563,1,2,0,24,0,29200,BENIGN
6,1319,2068.2335102350266,34116.75511751327,29,22732,998,0,45,0,456,60,11427,1,2,0,24,0,29200,BENIGN
6,1448,1773.4806629834254,24171.270718232045,42,32308,1010,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1497,1758.1830327321309,23380.09352037408,44,32818,1011,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,10,1989700.0,1500000.0,0,5,8,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,122,1442.622950819672,172131.1475409836,6,585,107,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,2975,96.80672268907563,1344.5378151260504,991,2949712,2975,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,2974,425.0168123739072,1344.9899125756556,991,2948225,2974,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,16,1243562.5,1000000.0,1,12,12,0,16,0,2896,1243,1197350,1,2,0,3,0,29200,BENIGN
6,144,1222.2222222222222,145833.33333333334,7,794,125,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,114,179947.36842105264,140350.87719298244,7,491,82,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,264,666.6666666666666,79545.45454545454,13,939,117,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,9,2210777.777777778,1666666.6666666667,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,131,1343.5114503816794,160305.3435114504,6,703,118,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1274,2091.0518053375195,32182.10361067504,31,25279,997,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1287,2119.6581196581196,31857.031857031856,32,25148,996,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,7229,39.83953520542261,553.3268778530917,2409,17418275,7229,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,7229,174.85129340157698,553.3268778530917,2409,17418275,7229,0,4,316,316,316,0,0,0,0,4,0,2081,BENIGN
6,193,106290.15544041451,82901.55440414508,12,1682,156,0,16,0,2920,1282,1250915,1,2,0,4,0,8192,BENIGN
6,334,526.9461077844311,62874.251497005986,16,2490,193,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1512,1698.4126984126983,27116.402116402118,37,24852,992,0,41,0,408,62,10389,1,2,0,24,0,8192,BENIGN
6,16,1243562.5,937500.0,1,14,13,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,144,1222.2222222222222,145833.33333333334,7,781,124,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
